CaseID,concern_bomb,concern_cyber,severity_bomb,severity_cyber,publicKnow_bomb,publicKnow_cyber,expertKnow_bomb,expertKnow_cyber,cas_bomb,cas_cyber,likely_bomb,likely_cyber,risk_bomb,risk_cyber,DOV_XPARTY7,DOV_IDEO,DOV_REL2,PPAGE,ppagect4,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPREG4,ppreg9,PPNET,KnowGen,Pol_econ,Pol_survMusl,Pol_force,Pol_screenUS,Pol_screenForg,Pol_immig,Pol_refugME,Pol_trackPh,issue_econ,issue_immig,issue_debt,issue_energy,issue_health,issue_climate,issue_terror,issue_envi,issue_ineq,issue_women,inform_papers,inform_Fox,inform_CNN,inform_MSNBC,inform_network,inform_online,inform_radio,inform_socialMedia,safetyGen,Fear_self,Fear_family,Fear_friend
2,2,1,4,1,2,2,2,2,4,2,2,2,3,2,6,4,5,32,2,2,2,1,2,3,5,1,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2
3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,6,2,4,31,2,1,4,1,15,4,8,0,2,3,3,,4,3,3,3,4,2,4,3,2,3,3,2,3,3,2,3,3,,1,1,2,3,1,3,3,3,3
4,2,2,4,4,1,1,1,2,4,5,2,2,2,2,2,5,4,30,2,4,1,1,17,1,2,1,2,3,1,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2
5,3,4,3,4,3,2,2,2,3,5,3,2,3,4,5,3,5,31,2,4,1,0,15,2,3,1,1,2,1,4,2,3,3,5,1,4,4,4,3,2,4,2,4,2,2,2,2,1,1,2,3,1,3,2,1,1,1
6,2,2,3,3,3,3,3,3,3,4,2,2,3,3,7,4,2,58,3,4,2,0,19,3,5,1,2,3,2,1,3,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,1,3,2,2,2
7,3,1,3,2,1,1,1,2,5,3,4,2,5,3,1,6,5,60,4,2,1,0,16,1,2,1,1,1,3,4,5,5,5,5,5,4,4,4,1,2,1,3,1,1,2,2,3,1,1,2,1,2,1,2,1,2,2
8,2,2,3,3,2,1,2,2,2,2,2,1,2,2,2,6,5,68,4,3,1,0,15,3,5,1,1,2,2,3,5,5,5,4,5,3,3,3,2,3,2,3,2,2,3,1,2,3,2,3,1,1,2,3,1,2,1
9,1,1,1,2,2,2,3,3,2,1,1,1,1,1,1,7,4,36,2,4,3,1,13,3,5,1,1,2,3,3,2,2,2,5,1,4,4,4,2,2,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1
10,4,4,4,3,4,2,4,3,5,5,4,4,4,3,5,1,5,34,2,2,4,1,10,3,7,1,2,3,3,2,4,3,1,2,4,3,4,2,3,3,3,4,4,2,4,3,4,4,1,3,2,2,3,4,2,2,2
11,3,2,4,3,4,2,4,4,5,1,3,1,5,2,5,6,1,44,2,1,1,0,10,1,2,0,3,2,4,3,4,5,3,4,4,3,3,2,2,4,1,4,2,2,1,4,1,1,1,1,4,2,1,4,2,2,2
12,4,2,3,3,3,1,3,3,4,5,,2,4,4,6,2,6,29,1,4,1,1,12,1,1,0,3,3,1,1,3,3,1,1,2,2,2,2,2,2,2,4,3,2,4,3,1,3,3,2,3,2,3,3,2,3,3
13,2,2,4,3,2,1,2,2,4,5,2,1,2,2,7,1,5,51,3,4,3,1,19,4,9,1,2,3,1,2,1,2,1,1,2,3,2,2,3,2,3,2,2,3,3,2,1,2,1,1,2,3,2,2,2,2,2
14,3,2,4,3,3,2,3,3,3,5,4,3,4,4,2,4,4,49,3,2,1,1,2,3,6,0,3,2,2,3,5,5,5,4,5,2,2,3,3,3,2,2,2,3,1,3,1,1,2,3,1,2,1,3,2,3,3
15,2,1,4,2,3,3,3,2,4,4,3,2,5,3,5,3,5,34,2,4,1,1,16,1,2,1,2,1,1,3,3,4,1,2,4,2,2,2,,2,2,2,2,2,2,3,1,4,1,4,3,1,3,2,2,2,2
16,3,3,3,4,3,1,3,3,2,4,3,3,4,4,1,6,1,56,3,3,1,1,14,4,9,1,2,1,2,3,5,5,3,3,4,3,4,3,2,4,2,4,2,2,2,1,4,1,1,1,2,2,3,4,2,2,2
17,3,2,4,3,3,2,3,3,4,4,3,2,3,3,6,4,6,31,2,4,1,1,18,1,1,1,2,2,3,2,5,5,3,4,5,3,2,2,3,2,4,4,3,2,3,1,2,2,2,2,3,1,3,4,2,2,2
19,2,2,3,2,2,2,2,2,3,3,1,1,1,1,5,4,3,27,1,4,3,0,8,3,5,1,3,2,1,3,4,4,1,1,3,3,1,2,3,3,3,2,3,3,4,2,1,3,2,2,4,2,2,1,1,2,1
20,3,1,2,3,3,2,1,3,3,4,3,1,4,2,3,2,4,45,3,1,4,1,1,4,9,0,3,2,3,4,4,3,2,3,2,1,2,2,2,1,3,1,2,2,2,3,3,2,2,2,3,3,2,3,3,2,1
21,2,1,3,4,2,1,1,1,2,5,1,1,3,4,6,3,4,29,1,4,4,0,12,4,9,1,3,2,1,3,3,1,1,1,1,3,3,1,2,3,3,2,2,2,3,3,2,3,3,3,3,2,1,3,1,1,1
22,2,2,3,3,3,1,4,3,3,4,2,3,3,3,7,3,2,77,4,4,1,0,8,1,2,1,2,3,1,1,4,5,1,1,4,2,3,2,2,3,3,2,3,3,2,1,1,1,1,2,3,3,1,1,1,2,2
23,1,1,2,2,2,1,2,2,2,4,2,1,3,2,2,5,5,50,3,1,1,0,13,1,1,1,2,1,3,1,2,2,3,4,4,2,3,1,2,2,2,1,2,1,2,2,1,2,1,2,3,1,1,1,1,1,1
24,3,2,4,4,1,1,2,2,4,4,3,2,3,2,3,6,4,53,3,4,1,1,15,2,4,1,1,2,1,2,4,4,4,2,2,2,3,3,2,3,3,4,3,2,3,1,2,2,2,2,2,2,1,3,2,3,3
25,3,1,3,2,3,1,2,1,3,5,3,1,4,1,3,4,2,30,2,4,1,0,13,2,4,1,2,3,2,1,4,3,2,1,1,2,2,4,1,2,4,3,4,1,3,2,1,1,1,2,3,2,2,2,2,1,1
26,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,7,3,32,2,2,4,1,12,2,3,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2
27,4,3,4,4,4,1,3,3,5,5,4,2,5,3,7,2,3,64,4,2,1,1,8,2,3,1,4,4,1,1,5,5,1,1,5,2,1,1,1,4,4,3,4,4,4,2,1,4,4,2,4,1,4,3,2,2,2
28,2,2,3,3,2,2,2,2,4,4,2,2,3,3,6,4,4,24,1,2,1,0,12,1,2,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1
29,4,3,2,3,1,1,1,2,4,3,3,3,3,3,5,2,4,27,1,4,1,1,14,1,2,1,3,2,1,3,2,2,1,1,1,3,2,2,3,3,4,3,4,3,3,3,1,1,1,3,3,3,3,3,3,3,3
30,3,3,4,3,1,1,4,4,3,4,2,2,2,3,5,5,5,60,4,4,3,1,19,1,2,1,2,2,2,2,2,3,4,4,5,1,2,2,2,2,3,3,3,1,1,4,1,4,1,3,1,2,1,2,1,1,2
31,,,3,3,,,,,,,,,,,4,2,6,60,4,3,1,1,16,1,2,1,2,,,,,,,,,2,1,2,3,2,4,2,3,3,3,3,,,,1,,,,2,1,1,1
32,2,2,3,4,2,2,3,3,4,5,1,1,4,5,1,4,5,46,3,3,1,1,15,3,5,1,2,2,3,2,3,4,5,3,2,2,4,3,1,3,1,2,2,1,2,1,2,1,1,3,1,2,2,3,1,1,1
33,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,4,4,23,1,3,1,1,9,1,2,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2
34,3,3,4,3,2,3,3,3,5,5,4,4,4,5,3,4,6,33,2,3,1,0,11,3,5,1,2,2,1,1,4,4,2,3,1,3,2,4,2,3,1,3,2,1,2,2,3,3,1,1,3,3,2,2,2,2,2
35,3,3,4,3,3,2,3,3,3,5,3,3,3,4,5,3,6,68,4,2,1,1,7,4,8,1,3,2,1,2,4,5,2,2,5,2,3,3,3,3,4,4,4,2,3,1,1,2,2,4,3,1,1,3,1,3,2
36,4,2,3,4,1,1,4,1,2,5,2,1,5,3,7,4,5,65,4,4,1,1,7,4,9,1,4,1,1,1,1,1,1,1,5,4,4,4,1,4,4,1,4,4,4,3,1,2,2,2,2,2,1,1,1,1,1
37,2,2,4,4,1,1,2,1,3,4,1,1,2,3,6,1,6,21,1,3,1,1,10,3,5,1,3,3,1,3,2,3,4,5,4,3,1,3,4,2,4,3,4,4,4,2,1,2,1,2,3,2,3,3,1,1,1
38,4,4,4,4,4,4,4,4,5,5,2,2,4,4,7,6,4,47,3,3,2,1,11,4,9,0,1,1,1,2,3,5,4,4,3,3,3,3,3,3,3,4,4,3,3,1,1,1,1,3,1,2,1,3,4,4,4
40,2,2,4,4,3,1,1,1,3,3,1,1,3,3,2,3,6,41,2,2,1,1,19,1,2,1,2,3,4,3,5,5,5,5,5,2,2,2,2,2,1,4,2,1,1,2,3,2,3,2,2,1,2,4,2,2,2
42,1,1,4,4,1,1,,,,,,,5,5,3,4,6,48,3,1,4,1,1,1,2,0,4,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,5,1,1,1
44,2,2,4,4,2,1,2,2,4,5,2,3,3,2,2,6,2,21,1,3,1,1,16,3,5,1,2,,,,,,,,,3,2,2,2,2,1,3,2,2,3,2,2,1,1,2,3,2,4,3,2,2,3
45,2,2,4,4,3,3,3,3,3,4,3,3,3,4,2,5,5,25,1,4,1,1,13,1,2,1,2,1,1,3,4,4,4,4,4,2,3,3,2,3,1,2,1,2,2,1,1,1,1,2,2,2,3,2,2,2,2
46,3,3,4,4,4,4,3,3,3,5,3,4,3,4,2,6,5,58,3,3,1,1,10,2,3,1,2,2,2,2,4,4,2,2,1,3,3,3,3,4,2,4,3,3,3,4,2,2,2,4,4,2,3,3,2,2,2
47,3,2,4,3,4,1,2,1,3,5,4,3,5,5,6,4,6,47,3,3,1,1,13,1,2,1,2,2,1,3,3,4,4,2,1,4,2,3,3,3,4,3,3,3,3,3,1,2,2,4,4,2,1,2,1,3,1
48,4,4,4,4,3,3,3,2,5,5,3,4,4,4,3,4,3,79,4,2,1,0,17,3,5,1,2,2,2,2,4,4,3,5,5,4,4,4,2,3,2,4,2,1,2,1,4,2,2,3,3,3,1,1,1,1,1
49,,,,,,,,,,,,,,,2,4,1,78,4,2,1,0,13,3,5,1,1,,,,,,,,,3,3,3,2,4,3,2,2,2,2,3,1,1,1,1,1,1,4,1,1,1,2
50,2,2,4,4,3,3,2,2,5,5,4,2,4,3,5,4,5,75,4,2,1,0,8,4,8,1,2,1,3,1,3,4,5,5,4,3,3,3,2,3,2,4,2,3,3,1,3,2,3,3,3,1,3,2,2,2,2
51,2,3,4,3,3,3,2,2,5,4,4,2,3,3,5,3,5,52,3,1,4,0,17,3,7,1,2,2,1,4,2,3,1,2,3,4,4,4,4,4,4,2,4,4,4,3,4,3,3,3,1,1,2,1,1,1,1
52,2,2,4,4,3,2,3,2,3,5,2,2,4,3,6,4,6,42,2,4,1,1,10,1,2,0,2,2,1,2,1,2,1,1,2,2,2,4,2,2,2,3,3,3,4,3,1,1,1,3,3,2,1,2,1,1,1
53,2,1,4,3,1,1,4,4,3,5,2,1,2,1,6,3,2,36,2,4,1,0,12,3,6,1,2,3,1,3,2,2,1,1,4,3,1,2,2,3,2,2,2,4,2,1,1,1,2,2,2,2,1,1,1,1,1
54,2,3,4,2,3,3,3,2,4,3,4,3,4,3,6,5,5,35,2,1,4,0,11,4,9,1,3,2,3,4,3,3,3,3,3,3,3,4,4,4,2,3,3,2,4,4,3,2,3,2,3,3,2,4,2,3,4
55,,,,,,,,,,,,,,,2,6,1,31,2,3,1,0,12,3,7,1,,,,,,,,,,3,2,3,2,2,3,2,3,2,2,,,,,,,,,,,,
56,2,2,4,4,2,1,2,2,4,5,3,1,,,7,4,4,33,2,3,4,1,12,2,4,1,2,2,4,3,2,2,1,2,4,3,2,2,2,2,2,3,3,3,3,2,3,2,1,3,2,3,3,2,1,1,1
57,3,3,4,4,3,3,3,3,5,5,3,3,4,4,6,5,6,65,4,3,1,1,14,3,7,1,2,1,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,3,1,4,4,3,4,3
58,1,1,2,3,2,2,1,1,2,5,1,1,1,1,4,,6,28,1,1,1,0,11,4,9,1,1,1,2,2,3,3,4,5,4,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,2,2,4,4,4,2,4,4,4,5,3,3,3,4,3,4,4,26,1,4,1,1,7,3,6,1,1,3,1,1,3,3,1,1,2,3,2,3,2,3,3,3,3,4,4,2,1,2,2,3,3,2,3,2,2,2,2
60,3,2,3,3,1,1,3,3,4,1,2,1,3,2,3,5,4,32,2,3,1,0,6,3,5,0,3,1,1,3,3,5,4,5,3,2,3,2,2,2,1,3,2,1,1,2,2,2,2,2,3,2,2,2,1,3,3
61,2,2,4,4,2,2,2,2,3,5,2,2,4,3,7,2,6,57,3,4,1,1,16,1,2,1,2,4,1,1,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,4,4,1,1,1,2,2
62,2,3,3,4,3,2,3,3,3,5,2,2,2,2,7,2,6,66,4,4,1,0,18,4,9,1,3,4,2,2,1,1,1,1,2,2,2,2,1,2,3,2,3,2,3,4,1,2,2,2,4,4,2,2,2,2,2
63,2,3,3,2,2,1,2,2,2,4,3,2,4,3,1,6,6,71,4,4,1,0,16,4,9,1,3,1,2,2,3,4,3,3,2,3,3,4,2,2,1,3,2,1,2,1,4,2,1,2,4,3,3,1,1,1,1
64,4,2,3,3,4,1,3,2,4,3,2,2,4,2,2,5,2,41,2,3,1,1,14,3,5,1,2,3,2,4,5,5,4,3,5,2,2,4,1,3,2,4,2,1,2,1,1,4,2,3,3,2,2,2,1,2,3
65,2,3,2,4,1,2,2,2,2,5,3,2,3,4,5,3,6,22,1,4,4,0,14,4,9,1,1,2,1,2,4,4,3,2,3,2,2,3,2,2,2,3,2,3,2,1,2,1,1,2,1,1,2,2,1,1,1
66,3,2,3,2,3,1,3,3,3,3,2,3,4,3,2,4,2,27,1,4,1,1,14,2,4,1,1,1,1,1,4,5,2,3,4,2,3,1,3,2,1,4,3,3,3,1,3,4,3,3,3,2,3,1,1,1,1
67,4,4,4,4,4,1,3,1,4,5,3,4,3,4,2,4,3,29,1,4,1,1,14,2,4,1,2,2,1,4,3,3,2,2,5,2,1,4,1,3,2,3,2,1,2,2,2,3,2,3,2,2,2,4,2,2,2
68,3,3,4,4,1,1,2,1,2,5,3,3,4,4,3,5,2,58,3,4,1,0,17,1,2,1,2,3,3,2,4,4,4,5,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3
69,2,4,1,1,2,2,2,1,4,5,2,1,4,3,6,4,2,62,4,4,1,0,14,2,4,1,2,1,1,1,3,5,1,1,1,2,1,4,2,4,4,4,4,2,3,3,1,3,3,3,3,3,1,2,1,4,1
70,3,2,4,4,3,2,3,2,4,5,3,2,4,4,7,2,4,43,2,4,3,0,16,2,3,1,2,2,1,2,4,4,2,2,3,2,2,2,2,3,3,3,3,2,2,2,1,3,1,3,2,3,3,3,2,2,2
71,2,2,3,3,2,1,3,3,4,5,1,1,2,3,7,4,4,56,3,4,2,0,16,1,2,1,3,2,1,1,5,5,1,3,4,1,1,3,3,1,2,2,3,1,1,3,1,2,3,2,2,2,1,2,1,1,1
72,2,2,3,3,3,3,3,3,3,4,2,1,2,2,2,7,2,77,4,2,1,1,16,1,2,1,1,2,3,3,5,5,3,3,5,2,1,2,1,2,1,4,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1
73,2,2,4,4,2,2,2,2,4,5,2,1,3,3,1,6,4,48,3,2,1,0,13,3,5,1,1,2,2,2,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,1,3,1,1,3,1,1,2,1,1,1,1
74,3,2,4,2,4,4,2,4,3,3,4,1,4,2,5,4,2,59,3,3,1,1,10,4,9,1,2,1,2,2,3,4,3,5,5,3,4,3,3,3,3,4,3,3,4,3,3,1,1,4,2,1,3,2,1,1,1
75,2,2,3,3,3,1,4,4,3,4,2,2,2,2,1,6,2,41,2,4,1,0,18,2,3,1,2,2,1,2,3,5,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,4,1,1,2,1,1,2
76,2,2,3,3,3,2,2,3,4,4,3,2,3,2,6,2,5,74,4,1,4,1,8,3,5,1,2,2,2,2,4,4,2,3,4,2,3,2,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,2,2,2,2
77,3,4,4,4,2,1,1,2,3,5,4,4,4,4,3,7,2,64,4,4,1,0,17,4,9,1,4,1,2,4,1,5,4,5,1,4,3,4,4,4,1,3,1,1,2,3,2,1,1,2,3,3,1,1,1,1,2
78,1,1,2,2,3,3,,,3,,2,2,2,2,6,2,2,58,3,1,1,1,15,1,1,1,3,2,1,4,3,3,3,3,,2,2,2,2,4,2,2,2,3,3,2,1,2,3,2,2,2,2,4,1,1,1
79,4,4,4,3,2,1,2,2,4,5,4,4,3,4,1,4,3,34,2,4,1,1,15,3,5,1,2,3,3,2,4,5,4,4,5,2,4,4,4,4,4,3,4,4,4,2,1,3,1,3,3,3,3,4,2,2,2
80,1,1,2,2,1,1,2,2,2,4,3,2,2,2,3,4,5,33,2,4,1,0,15,3,5,1,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
83,1,1,4,4,2,2,3,3,4,4,1,1,2,2,5,4,3,33,2,3,2,0,9,3,7,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,1,2,2,3,1,1,1
84,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,4,6,37,2,3,3,0,18,2,3,1,2,2,2,2,3,3,3,3,3,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2
85,2,2,3,3,3,2,3,3,3,4,3,2,3,2,2,4,3,29,1,2,1,0,12,4,9,1,2,4,3,4,5,5,5,5,5,3,3,4,3,4,3,4,3,3,2,3,2,2,2,3,1,2,1,3,2,3,2
86,,,,,,,,,,,,,,,7,4,6,33,2,2,2,0,1,1,2,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,,,
87,2,2,4,4,1,1,3,3,4,5,2,2,3,3,3,4,1,37,2,4,1,1,15,4,8,1,2,3,2,2,4,3,4,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,43,2,2,1,1,6,2,3,0,4,2,2,2,3,3,3,3,3,4,2,2,3,4,3,2,4,3,4,2,3,3,3,3,3,4,4,3,2,2,2
89,2,2,4,4,4,2,2,2,4,4,3,1,4,3,6,6,2,29,1,4,1,0,11,4,8,1,2,2,1,2,1,1,2,2,1,1,2,4,4,1,2,3,3,1,4,1,1,1,1,1,1,3,2,2,2,2,2
90,4,4,4,4,4,4,1,1,3,2,4,4,5,5,3,4,6,73,4,2,1,1,8,1,2,1,2,1,2,3,5,5,5,4,3,4,2,4,3,4,2,4,4,3,4,3,2,3,2,3,2,3,2,4,4,4,4
91,2,2,4,4,3,3,4,4,4,5,2,2,4,4,7,3,2,71,4,2,2,1,12,1,2,1,1,3,2,1,3,4,4,3,5,2,2,2,2,3,2,3,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1
92,2,3,2,3,3,3,2,2,3,3,4,3,2,2,1,2,1,19,1,1,4,0,7,3,7,1,3,3,3,2,1,1,1,1,1,3,3,2,3,3,2,3,2,2,3,1,3,3,1,3,3,3,3,4,4,4,4
93,2,1,3,3,3,3,2,2,3,4,2,2,3,2,5,4,1,34,2,3,2,0,13,3,6,1,3,2,1,1,5,5,1,1,1,3,2,2,2,3,2,3,3,3,3,1,1,2,2,2,2,2,2,2,1,1,1
94,2,2,4,4,3,2,3,2,3,5,2,2,2,2,1,7,2,37,2,4,1,1,17,4,9,1,2,3,2,2,4,4,2,4,4,3,2,3,2,3,2,4,2,3,3,2,3,2,1,2,2,2,2,2,2,2,2
95,3,3,4,4,2,2,3,3,4,4,2,1,3,3,5,2,2,20,1,1,1,1,17,1,2,1,3,2,3,3,3,3,3,2,4,3,2,3,3,4,3,4,3,3,3,1,2,2,2,2,2,2,2,2,1,2,2
96,1,1,1,3,1,1,1,1,1,4,1,1,1,1,5,1,1,65,4,4,1,0,15,3,5,1,3,4,1,4,1,1,1,1,1,3,1,1,2,4,4,2,4,4,4,2,1,1,1,2,3,4,2,1,1,1,1
97,2,3,2,3,3,3,2,1,4,5,2,2,2,3,2,7,1,61,4,2,1,0,11,2,4,0,3,3,3,2,4,4,5,5,2,3,3,4,2,2,1,2,2,1,2,3,3,1,1,2,3,3,1,2,2,2,2
98,3,3,4,4,3,3,1,1,4,4,4,4,5,5,4,4,1,52,3,1,1,0,14,4,9,1,1,2,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,2,3,3,3
99,4,4,3,3,2,2,2,2,4,4,4,4,4,4,2,4,6,62,4,1,1,1,15,1,2,0,3,3,3,3,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,1,4,4,4,3,2,1,1,4,3,3,3
101,1,1,2,3,3,3,4,4,4,4,1,1,2,2,1,7,1,40,2,3,1,0,16,4,8,1,3,3,3,3,1,1,4,4,1,2,3,4,2,3,1,2,2,1,1,1,3,3,3,2,3,2,1,1,1,1,1
102,2,2,1,1,1,1,1,2,2,1,2,1,1,1,5,5,1,62,4,3,2,0,13,3,7,1,2,4,2,1,2,2,1,1,3,2,1,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,1,1,1,1,2
103,3,2,2,2,3,2,3,3,3,5,3,1,3,5,7,2,5,24,1,2,1,0,19,1,1,1,1,1,1,2,5,5,4,4,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2
104,1,1,4,4,3,3,3,3,5,4,2,2,3,3,2,4,5,63,4,2,1,1,12,4,9,1,2,2,2,3,2,5,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4,2,2,3,3,1,1,1
105,3,3,4,4,3,3,4,4,5,5,2,2,3,3,3,2,5,68,4,2,1,0,12,2,3,1,2,3,3,3,4,5,5,,5,4,3,4,2,4,4,4,2,2,3,1,3,3,1,3,1,1,1,3,2,2,2
106,2,1,3,2,2,2,2,2,2,2,2,1,2,1,3,6,6,18,1,2,1,0,18,4,9,1,1,1,2,3,3,3,2,3,3,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1
107,4,4,4,3,1,1,3,2,4,4,,,,,4,4,2,55,3,3,4,1,12,4,9,1,2,1,4,4,5,4,3,3,4,3,3,1,1,3,2,3,2,3,4,1,2,2,3,2,3,1,3,4,3,4,2
108,2,2,2,3,3,2,3,3,3,1,3,3,3,3,7,2,4,70,4,4,1,0,18,2,3,1,3,3,1,2,4,4,1,1,4,3,1,2,3,3,3,2,3,4,3,3,1,2,2,3,2,1,1,1,1,2,2
109,2,1,2,4,1,1,4,4,1,3,2,1,1,3,1,5,5,61,4,3,1,0,17,4,8,1,3,4,1,1,1,2,1,1,1,2,1,1,2,2,3,2,2,3,4,1,1,4,1,2,2,2,1,1,1,1,1
110,3,3,4,4,3,2,3,3,5,4,4,2,4,4,6,3,3,51,3,3,1,1,11,3,7,1,1,4,3,2,5,5,4,5,5,3,3,4,3,4,3,4,3,3,3,2,2,2,2,3,2,2,1,3,2,2,2
112,1,2,4,3,3,3,4,4,3,3,2,1,1,1,5,2,6,31,2,3,1,0,9,2,4,1,3,4,1,1,2,1,1,1,2,4,3,1,3,4,4,1,4,4,4,2,2,2,1,2,4,1,1,1,1,1,1
113,4,4,4,4,2,3,3,2,5,5,3,2,4,3,1,6,2,78,4,4,1,1,7,2,4,1,3,2,3,4,5,5,5,5,5,3,4,4,2,3,2,4,3,2,4,4,4,2,2,4,2,3,2,4,1,2,2
114,3,3,3,4,3,3,3,3,3,4,3,2,3,2,3,4,4,22,1,3,1,1,9,3,5,1,2,3,1,2,3,3,1,2,1,2,2,4,3,2,4,3,4,4,4,2,2,2,2,3,3,1,2,3,2,3,2
115,3,3,4,3,3,3,3,4,4,4,2,1,3,2,3,5,6,37,2,1,4,0,13,3,5,1,2,2,2,3,4,4,4,4,3,3,2,3,,3,2,3,3,3,2,1,1,1,1,1,2,1,2,2,3,3,3
116,3,4,3,4,2,3,2,1,3,5,4,3,3,5,6,6,1,52,3,4,3,1,19,3,5,0,2,2,3,3,4,5,5,5,5,4,2,4,3,4,3,4,3,3,4,3,3,3,2,4,3,2,3,4,3,3,3
117,2,3,3,3,1,1,2,2,3,3,3,3,3,3,6,4,5,56,3,3,1,0,19,2,3,1,1,1,1,3,4,5,2,1,2,3,1,3,2,2,2,2,3,2,2,1,1,1,1,3,1,2,1,3,2,2,2
118,1,1,4,4,4,4,4,4,5,5,1,1,5,5,1,4,5,32,2,4,1,1,16,2,3,1,1,2,1,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,1,2,1,1,1,1
119,2,1,3,2,2,2,3,1,4,5,1,1,2,2,1,6,2,39,2,4,1,0,14,3,7,1,1,1,2,1,2,4,5,5,1,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
121,2,1,3,4,3,2,3,3,2,5,2,2,3,3,7,1,6,64,4,4,3,1,10,3,7,1,3,3,1,3,3,5,1,1,5,2,1,2,2,3,3,2,3,3,3,3,1,1,2,2,3,1,2,1,1,1,1
122,2,2,2,2,2,2,3,3,4,3,2,2,2,2,3,5,3,20,1,2,1,1,18,2,3,1,1,1,1,2,3,4,3,3,4,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2
123,4,4,3,4,1,1,3,3,3,5,3,3,3,3,1,5,4,40,2,3,1,0,19,1,2,1,4,1,4,1,4,5,5,5,5,4,4,4,4,4,4,4,4,2,4,4,4,1,1,4,4,2,4,3,4,2,4
124,2,1,3,3,2,1,4,2,4,4,2,1,2,1,5,4,1,31,2,4,1,0,13,2,4,1,1,2,1,2,4,4,1,1,5,1,2,1,2,3,4,2,3,2,2,1,1,3,1,1,2,2,2,2,1,2,1
125,3,4,3,4,2,1,2,1,3,5,3,4,5,5,5,2,6,75,4,1,1,1,5,2,3,1,2,1,3,2,4,4,5,5,3,2,4,4,2,4,3,3,3,2,3,1,1,1,1,3,2,1,1,2,1,1,1
126,4,3,3,3,2,2,3,4,3,5,2,3,3,4,6,4,6,62,4,4,1,0,16,4,9,1,3,3,2,1,4,4,3,5,5,3,1,3,3,3,4,4,4,2,3,3,1,4,2,2,4,3,1,3,1,1,1
127,4,3,4,3,3,1,2,1,4,3,4,3,4,3,5,4,2,41,2,2,1,1,13,2,3,1,2,2,1,2,4,5,3,3,4,3,1,2,2,3,3,3,3,1,2,1,3,1,1,2,2,2,1,4,2,3,3
128,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,52,3,2,1,1,10,3,5,0,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
