CaseID,concern_bomb,concern_cyber,severity_bomb,severity_cyber,publicKnow_bomb,publicKnow_cyber,expertKnow_bomb,expertKnow_cyber,cas_bomb,cas_cyber,likely_bomb,likely_cyber,risk_bomb,risk_cyber,DOV_XPARTY7,DOV_IDEO,DOV_REL2,PPAGE,ppagect4,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPREG4,ppreg9,PPNET,KnowGen,Pol_econ,Pol_survMusl,Pol_force,Pol_screenUS,Pol_screenForg,Pol_immig,Pol_refugME,Pol_trackPh,issue_econ,issue_immig,issue_debt,issue_energy,issue_health,issue_climate,issue_terror,issue_envi,issue_ineq,issue_women,inform_papers,inform_Fox,inform_CNN,inform_MSNBC,inform_network,inform_online,inform_radio,inform_socialMedia,safetyGen,Fear_self,Fear_family,Fear_friend
1402,3,3,4,4,1,1,1,1,4,5,2,3,3,3,7,2,6,74,4,4,1,1,13,3,5,1,1,2,1,3,3,4,4,2,4,4,4,3,4,4,4,3,4,4,4,1,1,1,1,2,1,2,1,1,1,1,1
1403,1,1,4,4,2,2,3,3,4,4,2,2,4,4,1,6,4,66,4,3,1,1,7,2,3,0,2,2,3,2,1,3,5,4,5,3,2,3,2,2,1,3,2,1,2,2,4,1,1,4,1,1,1,2,1,1,1
1404,4,3,4,4,1,1,1,1,4,5,4,2,5,2,3,4,4,51,3,3,1,1,18,4,9,1,3,1,4,1,5,5,5,4,5,4,4,2,2,4,1,4,2,1,1,1,1,1,1,4,2,1,4,4,4,4,4
1405,2,2,4,4,2,2,2,2,3,3,3,3,4,4,6,4,3,39,2,4,5,1,13,1,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,5,2,2,2
1406,3,3,4,4,2,2,2,2,4,5,3,3,3,4,3,4,2,60,4,3,1,1,9,2,3,0,2,2,2,2,4,4,3,3,4,3,2,4,2,3,2,3,2,3,3,3,2,2,2,4,3,3,2,3,2,2,2
1407,3,3,4,3,3,3,4,4,4,3,3,3,4,3,5,4,5,19,1,1,4,0,11,3,5,1,3,4,2,3,3,3,4,1,3,4,2,3,4,4,4,4,3,3,4,1,1,1,1,1,2,2,3,4,4,4,4
1408,3,3,3,3,3,3,,3,3,3,3,3,3,,5,7,6,40,2,1,4,1,17,1,2,1,3,,,,3,3,,,3,2,2,,3,,,,,,3,1,1,,1,1,,1,,5,2,2,2
1409,3,3,4,4,3,2,3,3,4,5,2,2,4,4,2,4,4,51,3,2,1,0,11,1,2,1,2,2,3,1,4,4,4,3,5,3,3,3,3,4,3,3,3,2,3,2,3,3,2,3,2,2,1,3,2,2,2
1410,2,2,4,3,4,4,4,4,4,4,2,2,2,2,7,4,2,59,3,2,2,0,5,3,7,0,2,3,1,1,5,4,4,4,4,3,3,3,2,3,2,3,3,3,3,2,1,2,3,2,2,2,3,3,2,2,2
1411,2,2,3,4,2,2,2,1,3,5,2,3,2,3,3,4,2,61,4,4,1,1,14,4,9,0,3,4,1,1,3,4,1,1,1,3,1,3,1,2,3,2,2,3,3,2,1,2,2,4,2,2,1,2,1,1,1
1412,2,2,2,3,2,2,2,2,4,5,1,2,3,5,4,,1,24,1,3,2,0,1,4,8,1,2,,,,3,3,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,2,,2,1,1,1,2,2,2,2
1413,2,2,3,4,3,3,3,3,3,5,4,4,4,3,7,6,6,70,4,2,1,1,10,2,4,0,1,2,2,3,4,5,3,5,5,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,1,2,1,4,2,2,2
1414,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,5,27,1,2,4,0,9,4,9,0,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2
1415,4,4,4,4,4,4,4,4,5,5,4,4,5,5,7,1,2,45,3,1,2,1,7,3,5,1,1,1,1,1,5,5,5,5,5,4,1,2,4,4,4,1,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4
1416,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,23,1,3,1,0,16,4,9,1,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2
1417,2,2,3,3,1,2,1,1,3,4,3,3,4,3,3,6,1,78,4,3,1,0,13,3,7,1,1,2,2,2,5,5,3,5,5,4,3,3,3,3,2,4,2,4,3,2,3,3,2,3,2,1,2,2,1,1,1
1418,2,3,2,4,3,1,1,1,3,1,3,3,3,5,5,4,6,30,2,1,1,1,8,2,4,1,2,2,1,3,3,3,2,2,3,4,3,4,4,4,4,2,3,4,4,2,2,2,1,2,2,3,2,3,3,3,3
1419,2,3,3,2,2,2,2,1,2,3,3,3,4,4,2,2,5,66,4,2,1,0,14,1,2,0,2,2,3,2,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,2,2,2,2,3,3,2,2,3,2,2,2
1421,2,2,2,4,2,3,2,4,3,5,3,2,3,3,3,4,6,38,2,1,1,1,4,4,9,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2
1422,2,2,3,4,2,2,2,2,3,5,3,3,3,4,5,6,5,62,4,2,1,1,9,3,7,0,2,1,2,2,4,4,3,2,4,2,3,2,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,1,1,1
1425,2,3,4,4,3,3,2,3,4,5,2,3,3,4,3,5,5,26,1,4,3,1,19,1,2,1,2,2,2,3,4,5,5,4,4,4,4,2,3,4,3,4,3,2,3,2,2,4,1,4,4,2,2,4,2,3,2
1426,3,3,4,3,2,2,2,2,4,4,4,3,5,3,1,6,2,55,3,2,1,1,13,3,6,0,1,1,4,1,5,5,4,5,5,3,2,2,2,4,1,2,2,2,1,1,2,2,2,2,2,2,3,3,1,3,3
1427,2,2,3,3,2,2,2,2,5,5,3,3,4,4,5,4,6,59,3,1,2,0,14,4,9,1,2,2,1,1,5,5,2,2,5,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,1,1,2,3,2,2,2
1429,3,2,3,4,3,1,3,1,3,5,3,2,3,2,7,2,6,64,4,4,1,1,13,3,7,1,3,4,1,1,3,5,1,1,3,3,2,2,3,4,4,3,3,3,4,4,1,1,1,3,3,3,2,2,1,2,2
1430,3,3,2,2,2,2,3,3,3,3,3,2,4,3,1,4,2,78,4,3,1,0,15,3,7,0,1,2,3,2,3,5,4,3,3,4,4,4,3,3,3,4,3,2,2,2,1,1,1,3,1,1,2,1,1,2,1
1431,2,2,4,3,2,2,4,4,3,5,4,3,4,4,5,4,5,31,2,2,5,0,6,3,7,1,3,3,1,2,4,4,3,4,4,2,1,4,3,1,4,3,4,4,4,1,1,2,2,1,4,4,4,2,1,4,4
1432,4,4,4,4,4,4,1,1,5,5,4,4,5,5,2,4,6,48,3,2,1,1,15,2,3,0,2,4,4,1,5,5,5,5,5,2,1,3,2,3,2,4,3,2,2,1,3,1,1,1,1,2,1,4,3,3,3
1433,3,3,4,4,2,2,3,2,4,5,3,3,3,3,2,7,2,28,1,2,1,0,11,2,3,1,2,3,4,3,3,4,4,5,1,3,3,3,1,2,1,3,1,1,1,2,3,2,1,2,3,2,3,2,1,2,2
1434,3,1,4,4,3,2,1,1,3,3,2,2,,,7,2,3,40,2,3,2,0,11,4,9,1,2,2,1,2,,,,,,3,4,3,2,4,1,2,2,4,3,1,2,1,1,3,1,2,2,4,2,2,2
1435,2,1,3,4,2,1,3,2,2,5,2,1,3,5,5,3,6,32,2,4,1,1,15,4,9,1,2,2,1,3,5,5,2,2,2,3,2,3,3,4,2,4,4,3,3,2,1,2,2,3,3,3,4,3,1,1,1
1436,2,2,3,2,3,2,3,3,4,3,2,2,4,4,5,4,4,47,3,2,1,1,16,3,6,1,3,3,1,2,5,5,4,3,4,2,2,3,2,2,2,3,2,1,2,1,1,1,1,4,1,1,1,1,1,4,3
1437,,,2,2,,,,,,,2,2,,,6,4,6,24,1,2,2,0,4,4,9,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,5,,,
1438,4,4,4,4,4,4,1,1,5,5,3,3,5,5,5,2,6,55,3,3,4,0,10,1,2,1,4,4,1,2,4,4,3,2,1,4,2,3,3,3,3,3,3,4,3,3,1,1,1,3,1,1,1,4,1,1,1
1439,2,2,3,3,2,2,2,2,4,4,2,2,3,3,5,4,4,58,3,3,2,1,10,3,5,1,2,2,2,2,4,4,4,4,5,4,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,3,2,2,2
1440,2,2,2,3,2,2,2,2,3,3,2,2,2,2,7,3,4,64,4,4,1,1,13,1,2,1,2,3,1,1,5,5,3,4,4,2,2,2,2,2,2,2,2,3,3,4,1,4,4,4,3,3,2,3,2,2,2
1441,3,3,4,3,3,3,4,4,4,4,3,2,3,3,6,4,5,59,3,2,1,1,11,3,7,1,4,2,2,2,3,3,3,3,4,2,4,4,4,4,3,4,3,4,4,2,4,1,4,2,2,3,1,4,2,2,2
1442,,,,,,,,,,,,,,,2,5,2,54,3,4,1,1,14,1,2,1,2,,,,,,,,,4,4,4,3,4,3,4,3,3,3,2,2,2,2,3,2,2,2,4,2,3,3
1443,1,1,4,4,3,3,2,2,5,5,1,1,1,1,3,2,6,19,1,2,1,0,16,3,6,1,2,2,2,3,5,5,2,5,1,2,2,2,2,4,1,3,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1
1445,2,3,4,4,3,2,2,2,3,5,3,2,4,3,2,5,3,54,3,3,1,0,19,3,7,1,2,3,2,1,4,4,3,2,4,3,3,4,2,3,3,4,3,2,3,2,2,2,2,4,3,2,2,2,1,1,2
1446,2,3,3,4,2,2,2,2,4,5,2,3,3,3,5,4,6,39,2,2,1,0,14,3,7,1,3,3,1,2,5,5,2,2,3,2,2,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,2,1,1,1
1447,2,2,3,2,2,1,2,3,4,1,2,2,3,2,3,5,4,57,3,2,1,0,13,4,9,1,3,1,4,4,2,5,2,5,5,3,3,3,2,2,1,4,1,1,2,1,2,,2,2,3,2,1,2,1,2,1
1449,3,2,3,2,3,1,2,2,4,2,3,1,3,1,1,7,1,53,3,4,1,0,19,3,7,1,2,2,1,1,2,4,4,3,5,4,4,4,2,4,1,4,2,2,4,3,3,3,1,2,4,3,4,4,1,2,2
1450,4,4,4,4,3,3,3,3,4,4,4,3,4,4,1,6,3,76,4,2,1,0,15,4,8,1,4,3,3,2,5,5,5,5,5,4,3,4,2,3,1,4,1,1,2,1,4,2,1,1,1,2,1,1,2,2,2
1451,2,2,4,4,2,2,4,4,4,4,3,3,4,4,7,6,2,52,3,2,1,0,10,2,3,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2
1453,2,1,2,3,2,2,2,3,1,3,2,2,2,2,3,6,1,83,4,4,1,0,9,3,5,1,2,1,1,3,3,4,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
1454,3,4,4,3,2,3,2,2,4,4,2,3,4,4,6,4,2,70,4,2,1,0,10,2,3,0,2,3,1,2,5,5,5,5,5,3,4,4,2,4,3,4,2,2,3,1,2,3,2,4,3,2,1,4,2,2,2
1455,3,2,3,3,2,1,4,4,3,5,2,1,3,3,5,3,5,26,1,4,1,1,12,1,1,1,2,3,1,1,3,3,2,1,3,2,1,2,2,3,2,3,2,4,4,3,1,1,1,4,3,4,3,4,2,2,2
1456,2,4,3,3,3,4,4,4,5,3,2,2,2,1,6,4,6,60,4,2,1,0,7,3,6,1,2,1,1,2,5,5,5,5,1,3,2,4,3,4,4,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1
1457,2,1,3,3,3,2,1,1,3,4,2,2,4,1,2,6,6,53,3,4,1,0,19,3,5,1,2,1,2,4,2,5,5,5,5,1,4,2,1,2,2,2,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1
1458,1,1,3,3,2,2,4,4,5,5,1,1,4,4,5,2,2,28,1,4,2,0,6,4,9,1,,2,2,2,,,,,,,,,,,,,,,,2,3,3,1,3,2,1,3,3,1,1,1
1459,2,2,1,2,2,1,1,3,2,4,3,2,3,3,6,1,6,59,3,4,1,0,19,3,5,1,4,3,1,4,1,2,1,1,1,2,1,3,1,4,4,3,3,3,2,3,1,2,1,3,4,2,1,1,1,1,1
1460,2,2,3,3,2,2,2,2,5,5,2,2,3,3,7,3,5,52,3,2,1,1,8,3,5,1,1,2,2,1,5,5,4,3,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2
1461,4,3,3,4,4,1,2,1,3,3,4,3,5,3,1,6,5,49,3,4,1,1,16,1,1,1,3,1,3,2,5,5,5,5,1,3,4,4,2,3,2,4,4,1,2,3,3,1,1,3,2,2,2,2,2,2,2
1462,2,2,4,3,3,3,1,1,4,4,3,3,4,4,5,2,5,73,4,4,1,1,14,3,5,0,2,2,3,4,2,2,3,3,5,4,4,4,4,4,4,4,4,2,4,3,2,4,1,4,1,2,1,4,2,2,2
1463,3,3,4,4,1,1,2,2,4,5,3,2,3,3,5,4,5,52,3,3,1,1,11,4,9,0,1,2,2,2,5,4,5,5,5,2,2,2,3,2,3,3,3,2,2,2,1,1,1,2,2,1,2,1,1,1,1
1464,2,2,3,2,1,1,3,3,2,3,2,2,2,3,5,3,4,49,3,4,1,1,12,2,4,1,2,3,1,2,4,4,3,3,4,1,1,1,1,1,1,2,1,1,1,3,3,3,2,3,3,2,2,2,1,3,1
1466,2,3,2,4,1,1,2,2,4,4,2,2,3,3,3,4,5,53,3,4,1,1,16,4,8,1,2,2,3,3,3,3,4,3,3,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,3,1,2,2
1468,1,1,,,2,3,2,1,,4,2,2,3,3,4,7,6,23,1,2,2,0,1,2,3,0,3,2,2,2,3,3,3,3,3,4,1,3,4,4,2,4,4,4,2,2,4,1,1,4,3,3,4,5,4,2,2
1469,3,4,4,4,1,4,3,4,4,5,3,3,4,4,3,4,3,61,4,1,1,1,4,3,5,0,2,4,2,4,5,5,5,5,5,3,4,4,3,4,2,4,3,3,4,2,3,2,2,3,1,2,1,4,2,2,3
1470,2,1,3,3,4,3,4,4,3,4,2,1,3,2,6,3,5,33,2,3,1,0,16,2,4,1,2,3,1,2,2,2,1,1,1,2,4,1,3,2,3,2,3,3,2,1,2,2,2,3,3,3,2,1,1,2,2
1471,2,2,3,3,2,1,2,3,3,4,3,3,3,3,7,3,2,89,4,4,1,1,10,2,4,1,2,3,1,1,4,4,1,1,4,2,2,2,2,4,3,2,3,2,3,4,1,2,3,4,3,2,1,,1,2,1
1474,2,2,4,3,2,2,2,2,4,4,2,1,2,1,6,4,5,57,3,2,1,1,15,3,6,1,2,3,4,4,5,5,5,5,5,3,4,3,2,3,2,3,2,2,2,1,2,3,1,3,1,2,2,3,1,1,1
1475,2,1,3,3,2,2,2,1,3,5,2,2,3,4,2,5,4,35,2,4,5,1,18,1,2,1,1,1,2,1,4,4,4,3,5,2,3,2,2,3,3,3,3,3,1,1,1,2,1,2,2,1,1,3,1,2,1
1476,4,4,4,4,3,3,2,2,4,5,4,3,5,4,1,6,4,70,4,1,1,1,12,2,3,1,2,3,2,,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,1,1,1,4,3,3,3
1477,1,1,2,3,2,2,3,3,3,5,1,1,1,1,5,2,6,39,2,4,1,0,18,4,9,1,3,3,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,2,1,1,1,1
1478,3,3,2,3,3,3,3,3,3,3,3,3,3,4,6,4,3,46,3,3,2,0,13,3,7,1,1,2,2,3,5,5,5,5,5,4,4,4,3,4,3,4,3,4,2,2,3,4,3,4,3,4,3,2,2,2,2
1479,3,1,4,2,3,3,4,4,4,2,2,2,4,3,5,4,4,38,2,4,1,0,13,2,4,1,3,2,1,1,2,2,3,4,2,4,3,4,2,2,4,4,4,1,2,1,1,1,1,3,1,2,2,2,1,1,1
1480,2,1,4,2,4,2,3,1,5,3,4,3,4,3,7,2,2,64,4,2,2,1,13,1,2,0,1,4,2,2,5,5,4,5,5,3,3,3,2,3,2,3,2,3,3,4,3,4,2,4,4,4,4,3,2,2,2
1481,4,3,4,4,4,4,2,2,4,5,4,3,4,5,6,2,5,55,3,2,1,1,13,2,3,1,2,4,2,4,5,5,5,4,1,4,3,4,3,4,3,4,4,3,3,3,3,2,2,3,3,2,2,3,2,2,3
1482,2,2,3,4,2,2,2,2,4,5,2,2,3,3,6,4,4,55,3,2,1,0,9,2,3,1,1,1,2,3,3,3,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,2,1,3,1,2,2,2,1,1,1
1483,2,2,4,4,1,1,2,2,4,4,2,2,3,3,6,4,5,51,3,2,1,1,16,3,5,1,2,2,2,2,3,4,3,3,2,3,2,3,2,3,2,3,3,2,4,2,1,2,1,2,2,3,2,2,2,2,2
1484,3,3,4,3,3,3,3,3,3,2,3,3,4,2,3,4,3,40,2,2,1,1,5,1,1,1,3,2,1,4,5,5,4,3,5,1,3,3,3,3,1,3,3,3,2,4,2,1,1,4,1,3,1,2,1,1,1
1485,2,2,4,4,2,1,3,3,3,3,2,2,2,3,5,2,4,21,1,3,1,0,15,4,8,1,2,2,1,3,3,3,1,1,2,3,1,2,3,2,4,2,3,3,3,2,1,2,1,1,1,1,3,2,1,2,2
1486,,,,,,,,,,,,,,,4,,,36,2,4,1,1,8,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,2,2,3,4,3,1,4,2,3,5,1,1,1,1,5,4,3,47,3,1,4,0,16,4,9,1,3,2,2,1,3,5,2,4,1,2,2,2,2,2,2,3,2,3,1,3,1,4,1,4,3,3,1,3,1,1,1
1488,2,2,3,3,,,1,3,4,5,3,2,2,3,5,4,6,65,4,4,2,1,14,3,5,1,,4,1,3,4,4,2,1,3,3,1,3,3,4,4,1,4,3,4,,1,3,2,2,2,4,1,1,1,1,1
1489,2,2,4,3,1,1,1,1,2,1,2,1,2,1,3,7,1,76,4,2,1,0,6,3,5,1,2,1,4,4,1,5,5,5,1,4,4,4,2,2,1,3,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1
1490,2,3,2,4,4,3,3,3,3,5,2,2,2,5,2,5,4,55,3,2,1,1,5,4,8,1,1,3,1,1,4,4,1,1,1,3,1,2,2,4,2,2,2,4,2,1,2,2,1,2,1,1,1,2,1,1,1
1491,4,4,4,4,2,1,2,1,5,5,4,4,3,5,2,7,4,61,4,2,1,0,11,2,3,1,3,3,3,2,3,4,5,5,5,3,4,4,2,4,1,3,2,3,2,3,4,2,1,3,4,3,2,2,1,4,3
1492,4,4,4,4,3,2,4,4,5,5,4,4,4,4,7,1,6,52,3,2,1,0,11,3,7,0,3,4,2,1,5,5,1,1,5,4,2,1,4,4,4,4,4,4,4,1,1,3,4,4,1,1,1,2,1,1,3
1493,4,3,4,4,4,4,4,4,5,5,4,4,5,5,7,5,6,58,3,2,2,1,6,4,8,0,1,4,4,1,5,5,3,3,5,4,1,4,1,4,1,3,4,4,4,,,,4,4,,,,3,4,4,4
1494,3,2,4,2,2,2,2,2,4,3,3,2,5,3,2,4,6,53,3,2,1,1,14,3,6,1,3,3,3,2,5,5,5,5,5,2,3,2,2,2,1,4,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2
1495,4,3,4,3,3,2,2,2,5,5,,,,,5,4,5,42,2,3,4,0,10,1,1,1,2,2,3,2,,,,,,3,3,2,2,3,3,4,3,2,2,2,2,1,1,2,2,3,2,5,4,4,4
1496,4,2,4,4,3,2,1,1,4,5,3,3,4,4,1,6,2,61,4,3,1,1,17,3,7,1,3,3,2,3,5,5,3,4,5,4,3,4,4,4,3,4,3,3,3,2,4,1,1,4,3,2,1,3,2,2,2
1498,2,2,3,4,1,1,2,2,4,4,2,2,2,2,2,7,1,25,1,4,1,1,6,3,7,1,2,2,3,1,4,4,4,4,4,3,3,3,3,3,1,3,1,1,2,2,2,1,1,3,2,1,2,2,1,1,1
1499,2,2,4,4,4,1,2,4,4,5,4,2,5,3,7,2,6,65,4,4,1,1,17,4,9,1,2,4,2,3,4,4,1,1,1,2,3,2,3,3,4,4,4,4,3,2,1,1,1,4,2,2,1,1,1,1,1
1500,4,4,4,4,1,1,1,1,5,5,3,3,4,4,7,4,6,67,4,4,1,1,17,2,4,1,4,1,1,4,5,5,5,5,5,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
1501,2,2,4,4,1,1,2,2,5,3,3,2,5,5,2,5,6,50,3,3,1,0,14,1,2,1,1,1,4,4,5,5,5,5,5,3,4,4,2,2,1,4,1,3,3,1,2,1,1,3,2,2,1,2,1,1,1
1502,,,,,,,,,,,,,,,4,,,37,2,3,1,0,13,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,2,2,2,2,2,1,3,3,2,3,2,1,2,1,1,5,6,51,3,4,1,0,15,4,8,1,2,1,2,1,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2
1504,2,2,3,3,3,4,2,2,4,4,3,3,3,3,1,6,2,41,2,3,4,0,14,4,9,0,3,2,1,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,4,2,3,1,1,1
1505,2,2,3,3,2,2,2,2,3,3,3,3,3,3,1,6,6,49,3,1,3,1,6,3,7,1,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
1506,4,4,4,4,3,3,3,2,4,5,3,3,5,5,5,3,1,58,3,4,2,1,5,2,3,1,4,3,2,1,2,4,3,3,5,3,4,4,4,4,4,4,4,4,4,2,4,2,2,4,1,3,2,4,4,4,4
1507,3,4,3,4,3,1,3,1,3,5,3,3,3,5,2,6,3,20,1,3,1,0,16,4,8,1,2,1,4,2,2,5,4,5,5,4,4,4,2,2,1,4,1,2,2,1,2,1,1,3,3,2,1,4,2,2,2
1508,3,3,4,4,3,3,2,2,4,5,2,1,4,4,1,6,5,61,4,3,1,1,5,4,9,1,2,2,4,1,5,5,5,5,3,2,4,4,3,3,2,4,2,2,3,3,2,3,1,3,2,2,2,4,2,2,2
1509,4,4,4,4,3,3,2,2,4,5,4,4,5,4,4,4,6,30,2,2,4,1,8,4,8,1,1,2,2,2,5,5,3,3,5,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,3,4,2,2,2
1510,2,1,2,3,2,1,3,1,2,4,3,2,4,2,2,6,2,47,3,4,1,0,15,2,3,1,3,2,2,1,4,4,3,4,4,1,1,3,1,1,2,3,2,1,2,1,3,1,1,2,2,1,1,2,1,2,1
1511,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,6,2,43,2,4,3,0,19,3,5,1,2,3,3,3,5,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1
1512,2,2,3,4,2,1,1,1,3,5,2,2,5,5,2,4,2,23,1,4,2,1,14,3,6,1,2,1,1,3,2,5,5,4,5,4,4,4,3,3,3,3,3,2,3,2,2,2,2,4,2,2,2,3,1,1,1
1514,1,1,3,3,1,1,3,3,3,3,1,1,1,1,1,4,6,27,1,2,1,0,19,1,2,1,2,2,2,1,3,3,4,4,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,,2,2,2,1,1,1,1
1515,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,64,4,2,4,0,9,4,9,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3
1516,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,26,1,4,4,0,13,4,8,0,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
1518,1,1,2,3,3,1,2,2,3,2,3,3,3,3,2,4,1,34,2,4,1,0,16,4,9,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,1,1,2,3,1,3,1,1,2,1,1,1,1
1520,1,1,4,4,2,2,4,4,5,5,1,1,1,1,7,1,3,21,1,3,1,1,11,3,5,1,2,4,1,1,5,5,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,1,2,1,1,1,1,1
1521,2,2,1,1,2,2,2,3,3,3,1,2,3,3,5,4,3,43,2,4,1,0,16,3,5,1,3,2,1,2,4,4,3,3,4,3,2,3,4,3,4,3,4,3,3,3,3,3,3,3,2,3,1,1,1,2,2
1522,2,2,3,3,3,2,2,1,4,3,2,1,3,2,2,3,4,67,4,4,1,1,12,1,2,1,1,1,2,2,4,4,2,2,4,3,2,3,2,3,3,3,3,1,2,1,2,2,2,4,4,1,2,3,1,2,2
1523,2,2,1,2,2,1,3,3,4,2,3,3,3,3,6,4,4,32,2,3,1,0,16,1,2,1,2,3,3,2,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,4,2,3,1
1524,3,1,4,2,1,1,2,3,3,3,4,1,3,3,3,3,6,30,2,4,1,1,16,3,5,1,3,2,1,1,3,3,1,1,3,3,2,3,3,2,3,4,4,4,4,1,1,2,1,1,2,1,1,3,2,2,2
1525,1,3,2,4,1,1,1,1,2,5,3,4,3,4,1,6,1,68,4,3,1,1,14,2,4,1,3,2,2,3,5,5,5,5,5,2,3,3,2,3,2,2,3,2,3,2,4,1,1,2,2,1,1,4,1,2,3
1526,2,4,3,4,3,4,3,3,4,5,3,3,3,5,7,2,6,43,2,2,1,1,5,3,6,0,1,1,1,3,5,5,4,3,4,2,4,3,4,3,3,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1
1527,4,4,3,3,2,1,2,2,1,5,4,4,5,5,3,5,1,43,2,3,1,1,13,4,8,1,3,1,2,1,4,3,4,4,1,4,4,4,4,3,1,4,3,2,3,2,3,1,1,2,4,3,3,3,2,3,3
1528,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,6,40,2,2,1,0,1,3,5,0,2,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1529,2,2,3,3,1,1,3,3,3,5,1,2,1,2,1,6,1,59,3,4,1,0,9,2,3,1,2,1,2,2,3,4,4,5,4,,3,4,2,3,1,3,1,1,3,2,1,1,1,2,2,2,2,2,1,1,1
1530,2,2,3,3,2,2,2,2,3,5,2,2,3,3,5,5,4,50,3,3,1,1,8,2,3,0,2,3,4,2,4,4,4,4,4,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,2,1,2,2,3,3
1531,2,2,3,3,1,1,1,1,3,3,2,2,3,3,5,3,5,61,4,2,5,1,1,1,2,0,1,2,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1
1532,2,2,4,3,2,2,2,2,,,2,2,4,4,3,4,1,83,4,3,1,1,11,2,3,1,1,1,1,2,4,4,3,3,4,3,3,4,3,4,2,4,3,2,3,3,1,1,1,3,1,1,1,3,1,2,2
1533,2,2,2,2,2,2,4,4,2,2,2,1,1,1,1,7,1,39,2,3,1,0,16,3,5,1,2,1,2,1,2,4,1,5,1,3,4,4,1,4,1,4,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2
